,Unnamed: 0,c5,c1,c2,c3,c4,c6,c7,c8,c9,c10,c75,c132,c134,c136,c138,c139,c140,c141,c144,c145,c147,c149,c151,c152,c153,c155,c157,c160,c162,c203,c204,c214,c233,c234,c790,c22,c23,c24,c25,c26,c27,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c102,c104,c106,c108,c110,c112,c113,c114,c115,c117,c118,c143,c240,c241,c242,c243,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c76,c250,c205,c206,c207,c208,c210,c41,c43,c45,c47,c49,c50,c52,c53,c54,c55,c56,c57,c58,c59,c119,c120,c121,c122,c126,c127,c128,c129,c130,c78,c80,c82,c84,c86,c88,c90,c92,c94,c96,c98,c100,c111,c123,c124,c125,c184,c192,c244,c40,c44,c46,c48,c51,c77,c79,c81,c83,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c156,c158,c161,c163,c183,c191,c229,c230,end_of_record,32
25138,25138,19790211002709A,A,91.0,,F,,,,,300.0,,Z,Y,,,,S,,1H71,1.0,H,7.0,,3O,,,TR,,,,,,,,,739LJ,CESSNA,172N,172,3A12,CE,,,,H,,,,,,,CE,CE64,MO,INDEPENDENCE,MEMORIAL,36,,,,,,2,N,B,S,,CLER,,G10,,DRY,GD,,,,,,2.0,2.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19840409.0,,,,20120808.0,1,N,1.0,0.0,S,36.0,N,6.0,1.0,55.0,305.0,CE,CE62,MO,AIRCRAFT FAILED TO LIFTOFF RUNWAY. RAN OFF END INTO SNOW BANK. FROST ON AIRFRAME.                                  ,                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,I,A, ,UN,I,A, ,JJ,IA,S,5,   ,Y,U,N,F,F,1,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Icing On Aircraft   ,Pilot-In-Command    ,                    ,Misc/Pilot Unsafe Ac,Icing On Aircraft   ,Pilot-In-Command    ,                    ,Collision With Other,Takeoff Ground Roll ,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Night               ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, ,
25171,25171,19790209002599A,A,91.0,,F,,,,,1300.0,,Z,Y,,,,O,,1H71,1.0,H,7.0,,3O,,,TR,,,,,,,,,704UR,CESSNA,150,150,3A19,CE,,,,H,,,,,,,SW,SW68,TX,BRADY,CURTIS,,,,,,,4,N,B,S,,CLER,,G10,,,,,18,6,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19840409.0,,,,20120419.0,1,N,1.0,0.0,S,30.0,C,51.0,15.0,15.0,51.0,SW,SW68,TX,"WHILE TAXIING ON TAXIWAY, THE AIRCRAFT WAS STRUCK BY A TRUCK. NO FENCE IS INSTALLED TO KEEP VEHICLES OFF AIRPORT.  ",                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,AF,V,I, ,HO,H,A, ,JH,FA,S,4,   ,Y,N,N,E,J,1,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,SALESMAN            ,Improper Maintenance,Other/Miscellaneous ,Airport Supervisory ,                    ,Fail Avd Objs Or Obs,Hidden Hazardous Obj,Pilot-In-Command    ,                    ,Coll With Airport Ha,Ops On Grnd To Tkof/,                    ,"OPDEF, Other Than Pi",Instruction         ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, ,
25173,25173,19790312008529I,I,91.0,,F,,,,,655.0,,A,X,,,,S,ATS,1L71,1.0,L,7.0,,3O,,,,ZE,ZW,,,,,,,2682T,PIPER,PA28140,PA28,2A13,SO,,,,L,,,,,,,GL,GL03,IL,CHICAGO,MIDWAY,04L,,,,,,1,B,B,S,,CLER,,G10,,DRY,GD,,25,15,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19840409.0,,,,20120419.0,1,N,1.0,0.0,S,41.0,O,300.0,0.0,0.0,300.0,GL,GL03,IL,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL                                                               ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,28, , , ,JJ,IE,M,8,   ,U,U,N,F, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Collision With Other,To Aborted (Fixed Wi,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,Rejected Takeoff    ,Unable/Unsafe To Tax,                    ,                    ,,, ,
25199,25199,19790421024669I,I,91.0,,F,,,,,1015.0,,B,D,,,E,O,OPP,1L71,1.0,L,7.0,,3O,,,CV,,,,,,,,,2320B,UNIVAC,GC1B,GC1,A766,NM,,,,L,,,,,,,WP,WP07,AZ,TAYLOR,MUNI,3,,,,,,1,B,C,S,,,,,,DRY,,,,,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19840409.0,,,,20120419.0,1,N,1.0,0.0,P,39.0,O,200.0,0.0,0.0,350.0,WP,WP09,AZ,GEAR COLLAPSED AFTER LANDING DUE TO BROKEN EXTENSION CABLE. EMERGENCY EXTENSION CRANK NOT PROPERLY STOWED.         ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,32, , , ,CC,HB,M,8,   ,Y,N,N,F, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,NO BIENNIAL FLIGHT R,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Gear Collapse       ,Roll-Out (Fixed Wing,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,Wheeled-Conventional          ,                    ,                    ,                    ,                    ,,, ,
25377,25377,19790520026369I,I,91.0,,F,,,,,1720.0,,A,X,,,,O,ATS,,,,,,,,,,ZG,,,,,,,,9463,PIPER,PA28/,PA28,2A13,SO,,,,,,,,,,,WP,WP08,CA,SHAFTER,,,,360,,,,1,B,C,S,,,,,,,,,,,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19840409.0,,,,20120808.0,1,N,1.0,3.0,S,41.0,O,450.0,0.0,0.0,450.0,WP,WP01,CA,FORCED LANDING DUE TO FUEL EXHAUSTION.                                                                             ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,  , , , ,OC,DA, ,5,   ,U,U,N,F, ,8,PRIVATE PILOT       ,ASEL                ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Normal Cruise       ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,                              ,                              ,                              ,                              ,                              ,                              ,Declared Emergency  ,                    ,                    ,                    ,,, ,
25425,25425,19790603029089I,I,91.0,,F,,,,,1805.0,,Y,J,,,S,O,OPP,1G71,1.0,G,7.0,,3O,,,,,,,,,,,,1032T,AMTRBX,BENSENB8M,BENSEN,EXPA1G71,GL,,,,G,,,,,,,GL,GL03,IL,MT CARROLL,,,,,,,,1,B,C,S,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19820223.0,,,,20120419.0,XX,N,0.0,1.0,S,39.0,O,50.0,0.0,0.0,250.0,CE,CE61,IA,ENGINE WENT TO IDLE WHEN THROTTLE CABLE HOUSING SLIPPED OUT OF CLAMP. HAD NOT BEEN PROPERLY SECURED.               ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,76, , , ,OC,DD,M,8,   ,U,U,N,F, ,8,STUDENT             ,NO RATING (OR STUDEN,STUDENT AIRPLANE OR ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,"FAA Sts, Policies Or",Other               ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, ,
25435,25435,19790605014519I,I,135.0,,F,,,,,850.0,,Z,B,,,,O,OPP,1L72,1.0,L,7.0,,3T,,,,ZA,,,,,,,,596HA,BEECH,B99,99,A14CE,CE,,,,L,,,,,,,EA,EA09,NJ,MILLVILLE,MUNI,28,,,,,,B,S,B,S,,CLER,,,,,,,,,,,8.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19811113.0,,,,20120808.0,9,N,,3.0,S,36.0,K,1541.0,0.0,0.0,3800.0,EA,EA21,MD,CAPTAIN OBSERVED FUEL SYPHONING AND LANDED. TANK CAP HAD BEEN INSTALLED IMPROPERLY.                                ,HENSON AVIATION INC           ,MD,HNA ,21EA1      ,EA,EA21,      ,Visual Flight Rules ,II,E,A, ,UO,E,M, ,SE,DA, ,7,   ,U,U,N,F,F,1,AIRLINE TRANSPORT   ,                    ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,Unsafe Acts By Third,Emergency Landing   ,Maintenance And/Or G,                    ,Other-Miscellaneous ,Normal Cruise       ,                    ,"Miscellaneous, Other",A/T Com (Sched 5/Mor,Passengers          ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Letter              ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,Unscheduled Landing ,                    ,                    ,                    ,,, ,
25461,25461,19790615016499I,I,91.0,,F,,,,,1230.0,,A,X,,,,S,OTH,1L72,1.0,L,7.0,,3O,,,,,,,,,,,,214DM,BEECH,95A55,55,3A16,CE,,,,L,,,,,,,SW,SW62,LA,SHREVEPORT,REGIONAL,23,,,,,,1,B,C,S,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19840409.0,,,,20120419.0,3,N,9.0,3.0,S,54.0,O,0.0,0.0,0.0,,SW,SW62,LA,FUNNY NOISE DURING GEAR RETRACTION CAUSED BY PART OF THE TOWBAR LEFT ON THE NOSE WHEEL. COULD NOT BE EXTENDED.     ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,32, , , ,CA,HA,M,5,   ,U,U,N,F, ,8,COMMERCIAL PILOT    ,ASMEL ASMES         ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Wheels-Up Landing   ,Level Off Touchdown ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, ,
25643,25643,19790508100289I,I,91.0,,F,,,,,1045.0,,B,E,,,V,S,OPP,1L72,1.0,L,7.0,,3O,3.0,O,,,,,,,,,,1555M,BEECH,65B80,80,3A20,CE,,,,L,LYC,IGSO540A1A,O540,1.00E+07,EA,O,GL,GL08,MI,LANSING,CAPITOL CITY,24,,,,,,2,N,B,S,,BRKN,G10,8,,DRY,GD,,23,18,,,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19840409.0,,,,20120808.0,3,N,5.0,3.0,S,49.0,K,3000.0,0.0,0.0,11000.0,GL,GL08,MI,PILOT FLEW AIRCRAFT NOT SIGNED OFF AFTER INSPECTION. LOST UPPER ENGINE COWLING IN FLIGHT. HAD NOT BEEN FASTENED.   ,                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,V,A, ,54, , , ,SE,CL,M,5,   ,U,U,N,F, ,1,COMMERCIAL PILOT    ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Climb               ,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
25704,25704,19790510009019A,A,91.0,,F,,,,,750.0,,Z,Y,,,,F,,1L71,1.0,L,7.0,,3O,,,,,,,,,,,,2543M,PIPER,PA28161,PA28,2A13,SO,,,,L,,,,,,,SW,SW61,NM,GALLUP,SENATOR CLARK,24,,,,,,1,B,B,S,,SCAT,3000,G10,,,,,19,5,,,2.0,2.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19840409.0,,,,20120808.0,1,N,1.0,0.0,M,42.0,C,2.0,1.0,7.0,178.0,SW,SW61,NM,AIRCRAFT TOOK OFF BUT WAS UNABLE TO MAINIAIN FLIGHT. WITNESSES SAID THERE WAS MODERATE FROST ON THE WINGS.         ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,I,A, ,HO,I,A, ,IA,IB,S,5,   ,Y,Y,N,F,F,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,"UNKNOWN, FOREIGN PIL",SALESMAN            ,Inadequate Insp Of A,Icing On Aircraft   ,Pilot-In-Command    ,                    ,Fail Avd Objs Or Obs,Icing On Aircraft   ,Pilot-In-Command    ,                    ,Control Coll With Gr,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, ,
25770,25770,19790528028209I,I,91.0,,F,,,,,2000.0,,A,X,,,,O,OPP,1H71,1.0,H,7.0,,3O,,,,,,,,,,,,3963Z,PIPER,PA18,PA18,1A2,EA,,,,H,,,,,,,AL,AL01,AK,ANIAK,,,,,,,,1,B,C,S,,,,,,,,,,,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19840409.0,,,,20120419.0,1,N,6.0,0.0,S,33.0,O,300.0,0.0,0.0,1200.0,AL,AL01,AK,"FORCED LANDING AFTER ENGINE QUIT, FOUND WATER IN FUEL.                                                             ",                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,V,A, ,28, , , ,OC,DA,M,5,   ,U,U,N,F, ,1,PRIVATE PILOT       ,ASEL ASES           ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Forced Landing      ,Normal Cruise       ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Night               ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, ,
25805,25805,19790529041069A,A,91.0,,N,,,,,1043.0,,A,X,,,,F,,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,,,,39877,BLANCA,1730A,17,A18CE,GL,,,,L,CONT,IO520D,O520,E5CE,SO,O,SW,SW61,NM,RUIDOSO,MUNI,18,,,,,,2,N,B,S,,SCAT,,G10,,DRY,,,23,15,,,2.0,2.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19840409.0,,,,20120808.0,1,N,5.0,0.0,N,36.0,E,280.0,60.0,75.0,5500.0,SW,SW61,NM,LEFT OFF ENGINE OIL FILLER CAP. ENGINE LOST POWER ON TAKEOFF. OIL BLOCKED AIR INTAKE. ALTERNATE AIR DEFECT.        ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,71, , , ,JB,IH,S,8,   ,Y,N,N,F, ,8,PRIVATE PILOT       ,ASMEL               ,RATINGS SHOWN BY 1ST,NO MEDICAL CERTIFICA,COMPANY EXECUTIVE   ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Collision With Trees,Forced/Precautionary,                    ,Pilot And Maintenanc,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
25814,25814,19790424024939I,I,135.0,,F,,,,,1544.0,,I,E,,,E,S,OPP,1L72,1.0,L,7.0,,3O,,,,ZG,ZL,,,,,,,7742Q,CESSNA,310Q,310,3A10,CE,,,,L,,,,,,,GL,GL10,IN,BLOOMINGTON,MONROE CO,17,,,,,,B,S,C,S,,OCST,GRIK,4,HAZ,,,,17,14,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19820217.0,,,,20120808.0,3,N,5.0,3.0,S,43.0,O,100.0,0.0,0.0,3500.0,GL,GL10,IN,"NOISE DURING GEAR RETRACTION, NOSE GEAR COULD NOT BE EXTENDED. DOOR PINS NOT ATTACHED AFTER MAINTENANCE.           ",                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,II,V,A, ,UO,V,M, ,CA,HA,M,1,   ,U,U,N,F,F,3,COMMERCIAL PILOT    ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Unsafe Acts By Third,Other/Miscellaneous ,Maintenance And/Or G,                    ,Wheels-Up Landing   ,Level Off Touchdown ,                    ,Improper Maintenance,A/T Com (Sched 5/Mor,Passengers          ,Unknown             ,Weather Not A Factor,Day                 ,Maintenance Personne,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,Declared Emergency  ,Fire And Rescue - Ac,                    ,                    ,,, ,
25836,25836,19790603012119A,A,91.0,,F,,,,,1430.0,,Z,Y,,,,F,,1H71,1.0,H,7.0,,3O,,,,,,,,,,,,26769,PIPER,J3L,J3,A698,EA,,,,H,,,,,,,GL,GL63,MI,NAPOLEON,MAULE,36,,,,,,1,B,B,S,,SCAT,3000,G10,,,,,36,5,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19840409.0,,,,20120419.0,3,N,5.0,0.0,S,46.0,O,0.0,0.0,0.0,2000.0,GL,GL63,MI,"ENGINE STOPPED AFTER 25-FT AGL LIFTOFF. PLT TRIED TO BANK ACFT,STALLED, HIT GROUND. FAILED TO ASSURE FUEL VALVE ON.",                              ,  ,    ,           ,  ,    ,      ,None                ,II,F,A, ,IO,E,A, ,KX,IH,D,5,   ,N,N,N,F,A,8,COMMERCIAL PILOT    ,ASMEL               ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Fire After Crash    ,Pilot-In-Command    ,                    ,Improper Oper Flt Cn,Emergency Landing   ,Pilot-In-Command    ,                    ,Stall               ,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,Pilot and Ground Cre,,, ,
